gen_uid,plant_code,generator_id,lat,lon,nameplate_mw,summer_mw,winter_mw,min_load_mw,pmax_mw,fuel_code,fuel,prime_mover,unit_type,technology,grid_kv
EIA_56250_GEN6,56250,GEN6,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN7,56250,GEN7,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN8,56250,GEN8,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN9,56250,GEN9,42.8586,-77.0872,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56259_CT11,56259,CT11,42.625239,-73.750021,179.0,155.0,190.0,90.0,155.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_56259_CT12,56259,CT12,42.625239,-73.750021,179.0,155.0,190.0,90.0,155.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_56259_ST13,56259,ST13,42.625239,-73.750021,295.7,270.0,295.7,135.0,270.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_56290_1,56290,1,43.7853,-75.5753,137.0,137.0,137.0,1.1,137.0,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56290_1A,56290,1A,43.7853,-75.5753,61.1,61.1,61.1,0.5,61.1,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56290_2,56290,2,43.7853,-75.5753,33.0,33.0,33.0,0.3,33.0,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56290_3,56290,3,43.7853,-75.5753,90.1,91.0,91.0,0.7,91.0,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56323_GEN1,56323,GEN1,43.2094,-78.9836,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56323_GEN2,56323,GEN2,43.2094,-78.9836,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56324_GEN1,56324,GEN1,42.803325,-73.726741,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56324_GEN2,56324,GEN2,42.803325,-73.726741,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56324_GEN3,56324,GEN3,42.803325,-73.726741,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56324_GEN4,56324,GEN4,42.803325,-73.726741,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56526_GEN1,56526,GEN1,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56526_GEN2,56526,GEN2,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56526_GEN3,56526,GEN3,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56526_GEN4,56526,GEN4,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56526_GEN5,56526,GEN5,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56526_GEN6,56526,GEN6,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56526_GEN7,56526,GEN7,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56526_GEN8,56526,GEN8,42.5831,-78.4864,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_56575_1,56575,1,42.8167,-78.8675,20.0,20.0,20.0,0.0,20.0,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_56594_MU1,56594,MU1,42.9086,-75.5697,34.5,34.5,34.5,0.0,34.5,WND,Wind,WT,WT,Onshore Wind Turbine,46.0
EIA_56618_1,56618,1,44.8914,-74.0061,100.5,100.5,100.5,0.0,100.5,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56619_1,56619,1,44.8914,-74.0061,81.0,81.0,81.0,0.0,81.0,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56620_1,56620,1,42.5367,-78.3047,100.5,100.5,100.5,0.0,100.5,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_56633_1,56633,1,42.5456,-77.4967,37.5,37.5,37.5,0.0,37.5,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56634_1,56634,1,42.45,-77.52,87.5,87.5,87.5,0.0,87.5,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56703_1,56703,1,43.61863,-75.358577,1.0,1.0,1.0,0.1,1.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56703_6,56703,6,43.61863,-75.358577,1.2,1.2,1.2,0.1,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56703_7,56703,7,43.61863,-75.358577,1.2,1.2,1.2,0.1,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56703_8,56703,8,43.61863,-75.358577,1.3,1.2,1.2,0.1,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56703_9,56703,9,43.61863,-75.358577,0.9,0.9,0.9,0.1,0.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56704_3,56704,3,43.612619,-75.339072,2.0,2.0,2.0,0.1,2.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56705_4,56705,4,43.614218,-75.332705,0.5,0.5,0.5,0.1,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56705_5,56705,5,43.614218,-75.332705,0.5,0.5,0.5,0.1,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_56857_GEN1,56857,GEN1,44.975833,-73.929722,215.3,215.3,215.3,1.5,215.3,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56901_1,56901,1,44.8216,-73.6509,97.5,97.5,97.5,0.0,97.5,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_56902_1,56902,1,42.6697,-78.2278,126.0,126.0,126.0,0.0,126.0,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56904_1,56904,1,44.8917,-74.0299,106.5,106.5,106.5,0.0,106.5,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56936_GEN1,56936,GEN1,43.308505,-73.636584,2.4,2.3,2.4,1.0,2.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_56936_GEN2,56936,GEN2,43.308505,-73.636584,2.0,1.9,2.0,1.0,1.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_56936_GEN3,56936,GEN3,43.308505,-73.636584,2.2,2.1,2.2,1.0,2.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_56936_GEN4,56936,GEN4,43.308505,-73.636584,2.4,2.3,2.4,1.0,2.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_56936_GEN5,56936,GEN5,43.308505,-73.636584,2.8,2.7,2.8,1.0,2.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_56940_CTG1,56940,CTG1,41.4122,-74.4378,235.0,188.7,219.0,137.3,188.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_56940_CTG2,56940,CTG2,41.4122,-74.4378,235.0,188.7,219.0,134.7,188.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_56940_STG,56940,STG,41.4122,-74.4378,300.0,297.0,302.3,163.4,297.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_56953_1,56953,1,42.7794,-78.4269,112.5,112.0,112.0,0.0,112.0,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_56958_GEN1,56958,GEN1,43.82,-75.9175,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,115.0
EIA_56958_GEN2,56958,GEN2,43.82,-75.9175,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,115.0
EIA_56958_GEN3,56958,GEN3,43.82,-75.9175,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,115.0
EIA_56958_GEN4,56958,GEN4,43.82,-75.9175,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,115.0
EIA_56986_GEN1,56986,GEN1,44.6917,-73.5944,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,46.0
EIA_56986_GEN2,56986,GEN2,44.6917,-73.5944,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,46.0
EIA_56986_GEN3,56986,GEN3,44.6917,-73.5944,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,46.0
EIA_56986_GEN4,56986,GEN4,44.6917,-73.5944,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,46.0
EIA_56987_GEN1,56987,GEN1,42.2853,-78.0061,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56987_GEN2,56987,GEN2,42.2853,-78.0061,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56987_GEN3,56987,GEN3,42.2853,-78.0061,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_57003_GEN1,57003,GEN1,43.0142,-74.4739,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,69.0
EIA_57003_GEN2,57003,GEN2,43.0142,-74.4739,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,69.0
EIA_57078_1,57078,1,42.8072,-78.8617,15.0,15.0,15.0,0.0,15.0,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_57185_U001,57185,U001,41.676111,-73.581111,174.2,143.3,150.3,,143.3,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57185_U002,57185,U002,41.676111,-73.581111,174.2,143.3,150.3,,143.3,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57185_U003,57185,U003,41.676111,-73.581111,174.2,143.3,150.3,,143.3,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57185_U004,57185,U004,41.676111,-73.581111,263.3,195.4,229.1,,195.4,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57185_U005,57185,U005,41.676111,-73.581111,263.3,195.4,229.1,,195.4,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57185_U006,57185,U006,41.676111,-73.581111,263.3,195.4,229.1,,195.4,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57186_GEN1,57186,GEN1,42.1989,-79.3186,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_57186_GEN2,57186,GEN2,42.1989,-79.3186,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_57186_GEN3,57186,GEN3,42.1989,-79.3186,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_57186_GEN4,57186,GEN4,42.1989,-79.3186,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_57186_GEN5,57186,GEN5,42.1989,-79.3186,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_57186_GEN6,57186,GEN6,42.1989,-79.3186,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_57287_1,57287,1,43.112222,-74.878888,74.0,74.0,74.0,0.0,74.0,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_57404_GEN1,57404,GEN1,43.462222,-75.418333,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,13.2
EIA_57404_GEN2,57404,GEN2,43.462222,-75.418333,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,13.2
EIA_57589_9WUBN,57589,9WUBN,40.861111,-72.847777,31.5,31.5,31.5,,31.5,SUN,Solar,PV,PV,Solar Photovoltaic,69.0
EIA_57600_FI1,57600,FI1,41.268611,-72.01,2.6,2.5,2.5,1.5,2.5,DFO,Oil,IC,IC,Petroleum Liquids,8.32
EIA_57648_WT1,57648,WT1,42.886944,-76.968333,1.7,1.7,1.7,0.5,1.7,WND,Wind,WT,WT,Onshore Wind Turbine,12.5
EIA_57648_WT2,57648,WT2,42.886944,-76.968333,1.7,1.7,1.7,0.5,1.7,WND,Wind,WT,WT,Onshore Wind Turbine,12.5
EIA_57664_CT3,57664,CT3,40.781321,-73.896618,200.0,156.0,188.0,100.0,156.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57664_CT4,57664,CT4,40.781321,-73.896618,200.0,156.0,188.0,100.0,156.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57664_ST2,57664,ST2,40.781321,-73.896618,250.0,228.0,236.0,120.0,228.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_57789_GEN1,57789,GEN1,40.751111,-73.991667,2.1,2.0,2.0,0.5,2.0,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,480.0
EIA_57789_GEN2,57789,GEN2,40.751111,-73.991667,2.1,2.0,2.0,0.5,2.0,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,480.0
EIA_57789_GEN3,57789,GEN3,40.751111,-73.991667,2.1,2.0,2.0,0.5,2.0,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,480.0
EIA_57798_1OBP,57798,1OBP,40.754865,-73.983248,4.6,4.6,4.6,0.0,4.6,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,13.8
EIA_57867_1,57867,1,42.315278,-77.538333,51.3,51.3,51.3,0.0,51.3,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_57867_2,57867,2,42.315278,-77.538333,4.1,4.1,4.1,0.0,4.1,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_58088_1,58088,1,42.767614,-78.415843,94.4,94.4,94.4,0.0,94.4,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_58157_HP,58157,HP,43.123889,-77.628889,18.2,17.0,17.0,2.0,17.0,NG,Gas,ST,ST,Natural Gas Steam Turbine,11.5
EIA_58157_LP,58157,LP,43.123889,-77.628889,7.2,7.2,7.2,1.0,7.2,NG,Gas,ST,ST,Natural Gas Steam Turbine,11.5
EIA_58167_GEN1,58167,GEN1,40.776944,-72.850833,1.3,1.3,1.3,0.1,1.3,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_58167_GEN2,58167,GEN2,40.776944,-72.850833,1.3,1.3,1.3,0.1,1.3,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_58186_CG01,58186,CG01,42.696944,-73.68,0.9,0.8,0.9,0.7,0.8,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_58186_CG02,58186,CG02,42.696944,-73.68,0.9,0.8,0.9,0.7,0.8,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_58186_CG03,58186,CG03,42.696944,-73.68,1.4,1.3,1.4,1.1,1.3,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_58186_CG04,58186,CG04,42.696944,-73.68,1.4,1.2,1.4,1.1,1.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_58186_CG06,58186,CG06,42.696944,-73.68,1.4,1.3,1.4,1.0,1.3,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_58507_ES006,58507,ES006,40.881389,-73.880278,5.3,4.8,4.8,3.5,4.8,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,13.8
EIA_58507_ES007,58507,ES007,40.881389,-73.880278,3.5,3.5,3.5,3.5,3.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,13.8
EIA_58507_S0001,58507,S0001,40.881389,-73.880278,1.6,1.2,1.2,1.2,1.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_58507_S0002,58507,S0002,40.881389,-73.880278,1.6,1.2,1.2,1.2,1.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_58507_S0003,58507,S0003,40.881389,-73.880278,1.6,1.2,1.2,1.2,1.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_58550_PV1,58550,PV1,42.586944,-73.865,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.8
EIA_58647_1,58647,1,40.638056,-74.126111,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,4.0
EIA_58678_1,58678,1,44.27,-75.199167,0.9,0.8,0.8,0.5,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_58678_2,58678,2,44.27,-75.199167,0.9,0.8,0.8,0.5,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_58679_2,58679,2,44.214444,-74.991389,0.6,0.6,0.5,0.3,0.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_58679_3,58679,3,44.214444,-74.991389,0.6,0.6,0.5,0.3,0.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_58679_4,58679,4,44.214444,-74.991389,0.3,0.2,0.2,0.2,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_58768_1,58768,1,42.163889,-77.528889,16.2,16.2,16.2,0.0,16.2,WND,Wind,WT,WT,Onshore Wind Turbine,34.5
EIA_58777_1,58777,1,42.338333,-79.195556,124.0,124.0,124.0,25.0,124.0,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_58785_BRT1,58785,BRT1,40.781389,-73.243889,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_58786_DRP1,58786,DRP1,40.760833,-73.193889,2.5,2.5,2.5,,2.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_58787_DNN1,58787,DNN1,40.763056,-73.323611,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_58788_NRT1,58788,NRT1,40.763056,-73.323611,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_58789_RVH1,58789,RVH1,40.826111,-73.232222,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_58790_CLN1,58790,CLN1,40.762465,-73.194441,2.5,2.5,2.5,,2.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_58790_CLN2,58790,CLN2,40.762465,-73.194441,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_58873_UNIT1,58873,UNIT1,42.351389,-73.733889,3.0,2.0,3.0,0.3,2.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_58873_UNIT2,58873,UNIT2,42.351389,-73.733889,3.0,2.0,3.0,0.3,2.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_58979_CPHGN,58979,CPHGN,43.913056,-75.698611,79.9,79.9,79.9,0.0,79.9,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_59274_SUTTG,59274,SUTTG,40.928056,-72.771111,5.0,4.0,4.0,,4.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.0
EIA_59275_STERG,59275,STERG,41.0675,-72.440278,1.3,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.0
EIA_59276_LEAVG,59276,LEAVG,40.925278,-72.763333,9.5,9.5,9.3,,9.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.0
EIA_59453_GTG1A,59453,GTG1A,42.655,-73.7777,4.3,4.0,4.4,4.0,4.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,34.5
EIA_59470_CSR1,59470,CSR1,42.4975,-76.46,1.8,1.8,1.4,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_59613_TWLL,59613,TWLL,43.244444,-77.174722,1.2,1.2,1.2,,1.2,SUN,Solar,PV,PV,Solar Photovoltaic,12.0
EIA_59623_CSPV,59623,CSPV,44.671944,-74.949444,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_59629_GEN1,59629,GEN1,44.888889,-74.103333,77.7,77.7,77.7,1.0,77.7,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_59705_SSUN2,59705,SSUN2,42.812811,-78.845313,2.0,2.0,1.7,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,155.0
EIA_59789_PV1,59789,PV1,41.84581,-73.619485,1.4,1.4,1.4,,1.4,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_59816_BR12,59816,BR12,42.243704,-75.982533,4.0,4.0,4.0,0.8,4.0,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_59880_KIPS1,59880,KIPS1,40.868294,-73.249281,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_59881_KIPS2,59881,KIPS2,40.868294,-73.249281,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60004_INV#1,60004,INV#1,41.100409,-73.951593,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60004_INV#2,60004,INV#2,41.100409,-73.951593,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60045_GEN1,60045,GEN1,40.934411,-72.888511,24.9,24.9,24.9,,24.9,SUN,Solar,PV,PV,Solar Photovoltaic,69.0
EIA_60097_PV1,60097,PV1,43.183782,-76.224075,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60098_PV1,60098,PV1,43.172719,-76.130123,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60114_PV1,60114,PV1,43.150761,-75.371258,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60115_PV1,60115,PV1,42.834978,-73.675675,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60150_ARGOS,60150,ARGOS,42.866,-77.031,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60229_PV1,60229,PV1,41.404879,-74.359495,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60232_PV1,60232,PV1,42.986644,-76.064219,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60365_VULC,60365,VULC,42.005874,-76.61935,1.6,1.6,1.6,,1.6,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_60425_SO049,60425,SO049,43.093682,-73.81132,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,15.0
EIA_60431_TC3,60431,TC3,42.5025,-76.2865,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_60452_CALV,60452,CALV,40.921086,-72.743701,3.0,3.0,3.0,,3.0,SUN,Solar,PV,PV,Solar Photovoltaic,2.87
EIA_60453_CUMM,60453,CUMM,42.08124,-79.36125,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,13.71
EIA_60454_HOUGH,60454,HOUGH,42.426731,-78.156589,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,1.96
EIA_60455_ONS,60455,ONS,43.166353,-75.386866,1.9,1.9,1.9,,1.9,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60456_ONW,60456,ONW,43.169617,-75.404866,1.9,1.9,1.9,,1.9,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60462_PV1,60462,PV1,43.429317,-76.515717,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60463_PV1,60463,PV1,42.294823,-74.00076,1.6,1.6,1.6,,1.6,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60477_BE,60477,BE,42.539006,-73.824295,1.7,1.7,1.7,,1.7,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60478_BW,60478,BW,42.539006,-73.824295,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60507_NORTH,60507,NORTH,42.104731,-75.93073,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,1.0
EIA_60507_SOUTH,60507,SOUTH,42.104731,-75.93073,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,1.0
EIA_60596_1,60596,1,42.375,-77.593,130.0,130.0,130.0,0.1,130.0,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_60677_TRSP,60677,TRSP,43.239004,-75.534588,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60817_PV1,60817,PV1,41.7966,-74.708077,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60818_PV1,60818,PV1,43.342437,-76.34325,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_60819_PV1,60819,PV1,43.970958,-75.969805,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_60904_PV1,60904,PV1,42.337435,-77.375323,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,1.0
EIA_60967_10016,60967,10016,43.18413,-75.476724,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61003_CMUSW,61003,CMUSW,42.731496,-76.663665,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_61012_GEN1,61012,GEN1,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_61012_GEN2,61012,GEN2,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_61012_GEN3,61012,GEN3,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_61012_GEN4,61012,GEN4,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
