from_sub,to_sub,voltage_kv,length_km,category,circuits,X_pu,MVAmax,intersects
119,588,115,15.321,mst,1,0.092678,174,False
243,573,115,15.337,mst,1,0.092776,174,False
322,542,115,15.301,mst,1,0.092557,174,False
274,541,115,15.312,mst,1,0.092628,174,False
361,559,115,15.268,mst,1,0.092355,174,False
116,558,115,13.544,mst,1,0.081927,174,False
309,588,115,15.385,mst,1,0.093064,174,False
389,596,115,15.384,mst,1,0.093061,174,False
389,517,115,15.409,mst,1,0.093210,174,False
333,578,115,15.407,mst,1,0.093202,174,False
141,511,115,15.346,mst,1,0.092829,174,False
479,565,115,13.524,mst,1,0.081807,174,False
120,334,115,15.493,mst,1,0.093719,174,False
311,317,115,15.473,mst,1,0.093600,174,False
102,502,115,15.432,mst,1,0.093352,174,False
274,447,115,15.420,mst,1,0.093276,174,False
69,503,115,15.464,mst,1,0.093545,174,False
60,379,115,15.155,mst,1,0.091677,174,False
94,483,115,17.597,delaunay,1,0.106449,174,False
464,471,115,17.631,delaunay,1,0.106652,174,False
335,462,115,17.604,delaunay,1,0.106487,174,False
175,390,115,17.497,delaunay,1,0.105843,174,False
82,238,115,17.442,delaunay,1,0.105511,174,False
500,508,115,17.607,delaunay,1,0.106506,174,False
261,401,115,15.537,mst,1,0.093983,174,False
140,516,115,15.662,mst,1,0.094740,174,False
500,598,115,15.597,mst,1,0.094348,174,False
421,489,115,15.663,mst,1,0.094745,174,False
91,536,115,15.537,mst,1,0.093987,174,False
67,69,115,14.752,mst,1,0.089236,174,False
233,297,115,15.802,mst,1,0.095587,174,False
327,508,115,15.927,mst,1,0.096346,174,False
131,540,115,15.889,mst,1,0.096118,174,False
95,472,115,15.767,mst,1,0.095379,174,False
86,94,115,15.933,mst,1,0.096378,174,False
280,461,115,15.837,mst,1,0.095803,174,False
320,410,115,15.993,mst,1,0.096745,174,False
531,576,115,16.053,mst,1,0.097106,174,False
443,475,115,15.970,mst,1,0.096605,174,False
206,391,115,16.045,mst,1,0.097059,174,False
338,476,115,16.018,mst,1,0.096892,174,False
430,560,115,15.934,mst,1,0.096387,174,False
339,454,115,17.762,delaunay,1,0.107446,174,False
472,532,115,17.641,delaunay,1,0.106711,174,False
352,373,115,17.757,delaunay,1,0.107415,174,False
130,561,115,17.926,delaunay,1,0.108440,174,False
534,561,115,18.014,delaunay,1,0.108971,174,False
553,613,115,18.012,delaunay,1,0.108955,174,False
339,594,115,16.090,mst,1,0.097330,174,False
535,600,115,16.146,mst,1,0.097667,174,False
311,586,115,16.104,mst,1,0.097417,174,False
383,525,115,16.070,mst,1,0.097207,174,False
475,537,115,15.732,mst,1,0.095165,174,False
301,380,115,14.275,mst,1,0.086351,174,False
103,110,115,16.182,mst,1,0.097887,174,False
91,474,115,16.282,mst,1,0.098492,174,False
131,534,115,16.175,mst,1,0.097846,174,False
260,540,115,16.205,mst,1,0.098029,174,False
361,486,115,16.174,mst,1,0.097836,174,False
97,589,115,16.242,mst,1,0.098249,174,False
421,538,115,16.329,mst,1,0.098776,174,False
300,390,115,16.402,mst,1,0.099218,174,False
101,502,115,16.321,mst,1,0.098730,174,False
485,546,115,16.372,mst,1,0.099036,174,False
175,402,115,16.153,mst,1,0.097712,174,False
312,417,115,15.676,mst,1,0.094826,174,False
358,411,115,18.109,delaunay,1,0.109543,174,False
210,538,115,18.186,delaunay,1,0.110010,174,False
345,538,115,18.754,delaunay,1,0.113446,174,False
421,506,115,18.955,delaunay,1,0.114660,174,False
536,555,115,18.860,delaunay,1,0.114084,174,False
99,330,115,17.630,delaunay,1,0.106644,174,False
110,111,115,16.650,mst,1,0.100719,174,False
103,330,115,16.805,mst,1,0.101654,174,False
353,450,115,16.534,mst,1,0.100017,174,False
79,569,115,16.923,mst,1,0.102369,174,False
79,506,115,16.415,mst,1,0.099298,174,False
114,343,115,14.098,mst,1,0.085280,174,False
535,584,115,17.938,mst,1,0.108507,174,False
559,618,115,17.144,mst,1,0.103707,174,False
95,580,115,17.018,mst,1,0.102942,174,False
90,579,115,17.695,mst,1,0.107041,174,False
75,76,115,13.350,mst,1,0.080759,174,False
279,580,115,14.434,mst,1,0.087312,174,False
552,585,115,18.064,mst,1,0.109273,174,False
303,552,115,18.096,delaunay,1,0.109463,174,False
139,523,115,17.989,mst,1,0.108817,174,False
501,581,115,18.092,mst,1,0.109442,174,False
133,443,115,14.368,mst,1,0.086914,174,False
98,112,115,14.788,mst,1,0.089453,174,False
54,271,115,18.873,mst,1,0.114167,174,False
485,561,115,18.315,mst,1,0.110791,174,False
290,485,115,18.364,delaunay,1,0.111088,174,False
333,485,115,18.659,delaunay,1,0.112873,174,False
112,472,115,15.494,mst,1,0.093726,174,False
64,65,115,14.924,mst,1,0.090277,174,False
75,619,115,19.398,mst,1,0.117342,174,False
60,494,115,19.404,delaunay,1,0.117375,174,False
88,106,115,16.101,mst,1,0.097398,174,False
135,529,115,16.923,mst,1,0.102372,174,False
70,473,115,14.831,mst,1,0.089717,174,False
87,392,115,16.586,mst,1,0.100333,174,False
123,288,115,20.518,delaunay,1,0.124116,174,False
348,496,115,18.079,mst,1,0.109364,174,False
71,619,115,18.006,mst,1,0.108922,174,False
123,324,115,21.409,delaunay,1,0.129505,174,False
71,473,115,18.430,delaunay,1,0.111483,174,False
64,527,115,19.253,mst,1,0.116465,174,False
597,614,115,18.967,mst,1,0.114732,174,False
57,424,115,19.751,mst,1,0.119477,174,False
316,597,115,19.458,delaunay,1,0.117703,174,False
424,451,115,20.121,delaunay,1,0.121716,174,False
117,400,115,20.858,delaunay,1,0.126175,174,False
101,597,115,23.298,delaunay,1,0.140933,174,False
14,19,115,3.433,neighbor_2,1,0.020767,174,False
2,153,115,2.916,neighbor_2,1,0.017641,174,False
61,63,115,22.937,mst,1,0.138751,174,False
287,495,115,23.217,delaunay,1,0.140441,174,False
63,89,115,26.885,delaunay,1,0.162632,174,False
61,495,115,29.123,delaunay,1,0.176167,174,False
12,241,115,3.122,neighbor_2,1,0.018883,174,True
14,156,115,3.310,neighbor_2,1,0.020022,174,True
28,32,115,3.599,neighbor_2,1,0.021774,174,False
4,7,115,3.279,neighbor_2,1,0.019835,174,True
7,10,115,2.612,neighbor_2,1,0.015800,174,True
7,12,115,3.564,neighbor_3,1,0.021561,174,True
41,46,115,4.788,neighbor_2,1,0.028963,174,False
33,46,115,4.632,neighbor_2,1,0.028020,174,False
20,423,115,4.420,neighbor_2,1,0.026740,174,False
27,171,115,3.963,neighbor_2,1,0.023972,174,False
26,52,115,4.465,neighbor_2,1,0.027008,174,False
4,187,115,2.444,neighbor_2,1,0.014786,174,True
47,49,115,5.047,neighbor_2,1,0.030528,174,False
14,170,115,4.414,neighbor_2,1,0.026700,174,True
47,178,115,5.008,neighbor_2,1,0.030291,174,False
43,45,115,4.991,neighbor_2,1,0.030194,174,False
43,240,115,4.129,neighbor_2,1,0.024974,174,False
43,226,115,4.632,neighbor_2,1,0.028021,174,False
3,154,115,6.320,neighbor_2,1,0.038228,174,False
35,195,115,5.337,neighbor_3,1,0.032286,174,True
6,172,115,5.138,neighbor_3,1,0.031078,174,True
52,172,115,6.280,neighbor_2,1,0.037989,174,False
26,195,115,3.450,neighbor_3,1,0.020872,174,True
2,172,115,4.969,neighbor_2,1,0.030058,174,True
184,186,115,4.592,delaunay,1,0.027780,174,False
181,183,115,4.026,delaunay,1,0.024354,174,False
21,181,115,5.502,delaunay,1,0.033284,174,False
19,184,115,4.410,delaunay,1,0.026677,174,False
169,179,115,3.852,delaunay,1,0.023302,174,False
179,215,115,3.922,delaunay,1,0.023727,174,False
42,228,115,10.968,neighbor_2,1,0.066348,174,False
23,29,115,8.667,neighbor_3,1,0.052428,174,True
32,228,115,11.721,neighbor_3,1,0.070902,174,False
29,165,115,5.437,neighbor_2,1,0.032887,174,True
29,159,115,8.252,neighbor_3,1,0.049915,174,True
29,220,115,8.214,neighbor_3,1,0.049689,174,True
19,237,115,14.352,neighbor_3,1,0.086817,174,False
2,196,115,15.287,neighbor_2,1,0.092474,174,False
23,196,115,12.423,neighbor_2,1,0.075151,174,False
3,196,115,21.992,neighbor_2,1,0.133032,174,False
9,161,115,19.667,neighbor_2,1,0.118969,174,False
53,351,115,20.459,neighbor_2,1,0.123762,174,False
14,289,115,25.224,neighbor_2,1,0.152583,174,True
18,289,115,24.274,neighbor_2,1,0.146838,174,True
8,289,115,25.762,neighbor_2,1,0.155836,174,True
17,289,115,25.037,neighbor_2,1,0.151454,174,True
19,289,115,25.738,neighbor_3,1,0.155691,174,True
40,202,115,22.835,neighbor_2,1,0.138135,174,False
281,515,115,13.288,delaunay,1,0.080381,174,False
218,620,115,12.231,delaunay,1,0.073984,174,False
246,318,115,9.999,delaunay,1,0.060483,174,False
235,336,115,9.386,delaunay,1,0.056777,174,False
207,218,115,8.535,delaunay,1,0.051631,174,False
218,399,115,9.350,delaunay,1,0.056560,174,False
7,518,115,36.516,neighbor_2,1,0.220894,174,False
8,518,115,34.421,neighbor_2,1,0.208216,174,False
56,547,115,36.512,neighbor_2,1,0.220869,174,False
7,251,115,33.463,neighbor_3,1,0.202421,174,True
11,251,115,29.643,neighbor_3,1,0.179317,174,True
14,251,115,28.002,neighbor_3,1,0.169390,174,True
22,432,115,41.169,neighbor_3,1,0.249038,174,False
11,463,115,37.907,neighbor_3,1,0.229305,174,True
8,463,115,37.837,neighbor_2,1,0.228881,174,True
14,463,115,37.245,neighbor_3,1,0.225298,174,True
18,463,115,36.322,neighbor_3,1,0.219719,174,True
17,463,115,36.951,neighbor_3,1,0.223519,174,True
252,364,115,12.631,mst,1,0.076407,174,False
276,512,115,13.637,mst,1,0.082491,174,False
420,512,115,13.282,mst,1,0.080344,174,False
524,604,115,11.896,mst,1,0.071963,174,False
132,293,115,13.174,mst,1,0.079691,174,False
251,512,115,9.896,mst,1,0.059864,174,False
237,273,115,14.593,delaunay,1,0.088275,174,False
221,308,115,10.193,delaunay,1,0.061660,174,False
262,355,115,14.169,delaunay,1,0.085708,174,False
213,308,115,9.348,delaunay,1,0.056550,174,False
247,273,115,9.195,delaunay,1,0.055625,174,False
191,255,115,7.689,delaunay,1,0.046515,174,False
219,237,115,7.574,mst,1,0.045817,174,False
286,381,115,13.787,mst,1,0.083398,174,False
126,284,115,14.026,mst,1,0.084844,174,False
260,629,115,13.726,mst,1,0.083033,174,False
250,498,115,11.954,mst,1,0.072314,174,False
350,629,115,13.901,mst,1,0.084087,174,False
262,469,115,11.020,mst,1,0.066659,174,False
3,147,115,43.724,neighbor_2,1,0.264495,174,True
5,147,115,42.928,neighbor_3,1,0.259676,174,True
311,625,115,248.747,mst,1,1.504705,174,False
254,267,115,9.330,mst,1,0.056438,174,False
2,147,115,50.553,neighbor_3,1,0.305804,174,True
357,606,115,14.450,mst,1,0.087413,174,False
115,278,115,14.792,mst,1,0.089480,174,False
97,105,115,12.597,mst,1,0.076203,174,False
258,382,115,13.300,mst,1,0.080454,174,False
359,570,115,14.529,mst,1,0.087888,174,False
359,493,115,14.163,mst,1,0.085671,174,False
270,492,115,16.457,delaunay,1,0.099553,174,False
81,334,115,15.066,delaunay,1,0.091138,174,False
122,558,115,16.345,delaunay,1,0.098874,174,False
433,514,115,15.666,delaunay,1,0.094766,174,False
363,566,115,15.375,delaunay,1,0.093004,174,False
275,403,115,15.812,delaunay,1,0.095648,174,False
