section,row_num,unit_name,inr,unit_code,county,fuel,zone,in_service,installed_mw,apr2026_mora
Reliability Must-Run (RMR) and Other Resource Agreement Units,1521,"V2 BROOKS FIELD DGR U1 (LIFE CYCLE POWER, LCP)",,V2_DGR1,BEXAR,DIESEL,SOUTH,2025,32.0,22.6
Reliability Must-Run (RMR) and Other Resource Agreement Units,1522,"V2 BROOKS FIELD DGR U2 (LIFE CYCLE POWER, LCP)",,V2_DGR2,BEXAR,DIESEL,SOUTH,2025,32.0,22.6
Reliability Must-Run (RMR) and Other Resource Agreement Units,1523,"V2 BROOKS FIELD DGR U3 (LIFE CYCLE POWER, LCP)",,V2_DGR3,BEXAR,DIESEL,SOUTH,2025,32.0,22.6
Reliability Must-Run (RMR) and Other Resource Agreement Units,1524,"V4 PALO ALTO DGR (LIFE CYCLE POWER, LCP)",,V4_DGR1,BEXAR,DIESEL,SOUTH,2025,40.9,19.1
Reliability Must-Run (RMR) and Other Resource Agreement Units,1525,"X1 MEDINA BASE DGR (LIFE CYCLE POWER, LCP)",,X1_DGR1,BEXAR,DIESEL,SOUTH,2025,29.4,17.5
Reliability Must-Run (RMR) and Other Resource Agreement Units,1526,"Z0 BECK ROAD DGR U1 (LIFE CYCLE POWER, LCP)",,Z0_DGR1,BEXAR,DIESEL,SOUTH,2025,29.4,12.9
Reliability Must-Run (RMR) and Other Resource Agreement Units,1527,"Z0 BECK ROAD DGR U2 (LIFE CYCLE POWER, LCP)",,Z0_DGR2,BEXAR,DIESEL,SOUTH,2025,29.4,16.8
Reliability Must-Run (RMR) and Other Resource Agreement Units,1528,"Z5 SOUTHTON DGR (LIFE CYCLE POWER, LCP)",,Z5_DGR1,BEXAR,DIESEL,SOUTH,2025,29.4,19.5
Non-Synchronous Tie Resources,1534,EAST TIE,,DC_E,FANNIN,OTHER,NORTH,,600.0,600.0
Non-Synchronous Tie Resources,1535,NORTH TIE,,DC_N,WILBARGER,OTHER,WEST,,220.0,220.0
Non-Synchronous Tie Resources,1536,LAREDO VFT TIE,,DC_L,WEBB,OTHER,SOUTH,,100.0,100.0
Non-Synchronous Tie Resources,1537,SHARYLAND RAILROAD TIE,,DC_R,HIDALGO,OTHER,SOUTH,,300.0,300.0
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1541,BASRANCH (TEF),25INR0008,,WARD,GAS-CC,WEST,2028,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1542,CEDAR BAYOU 5 (TEF),23INR0029,,CHAMBERS,GAS-CC,HOUSTON,2027,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1543,CEDARVALE GAS,25INR0710,,WARD,GAS-IC,WEST,2026,9.9,9.9
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1544,COYOTE SPRINGS AGR1,24INR0645,,REEVES,DIESEL,WEST,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1545,ENCHANTED ROCK NEWPP,22INR0546,,HARRIS,GAS-IC,HOUSTON,2026,30.0,30.0
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1546,NRG THW GT 345 (TEF),24INR0482,,HARRIS,GAS-GT,HOUSTON,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1547,PIN PEAKING ENERGY CENTER 1 (TEF),26INR0049,,FREESTONE,GAS-GT,NORTH,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1548,PIN PEAKING ENERGY CENTER 2 (TEF),26INR0109,,FREESTONE,GAS-GT,NORTH,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1549,PYOTE GAS,25INR0718,,WARD,GAS-IC,WEST,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1550,STAGHORN GAS,26INR0698,,WARD,GAS-IC,WEST,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1551,ROCK ISLAND GENERATING (TEF),27INR0321,,COLORADO,GAS-IC,SOUTH,2027,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1552,SADDLEBACK AGR1,24INR0646,,REEVES,DIESEL,WEST,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1553,TIMMERMAN POWER PLANT PHASE 2,25INR0503,,CALDWELL,GAS-IC,SOUTH,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1554,TIMMERMAN POWER PLANT PHASE 2B,26INR0735,,CALDWELL,GAS-IC,SOUTH,2026,,
"Planned Thermal Resources with Executed SGIA, Air Permit, GHG Permit, Proof of Adequate Water Supplies, Financial Commitment, and Notice to Proceed",1555,TOLIVAR POWER PLANT (TEF),27INR0297,,REEVES,GAS-IC,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1559,AQUILLA LAKE 3 WIND,22INR0499,,HILL,WIND-O,NORTH,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1560,BLUEBONNET PRAIRIE WIND,25INR0247,,NAVARRO,WIND-O,NORTH,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1561,BOB CREEK WIND,27INR0076,,STERLING,WIND-O,WEST,2028,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1562,BULLRING WIND 1,28INR0037,,STARR,WIND-O,SOUTH,2028,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1563,BULLRING WIND 2,28INR0038,,STARR,WIND-O,SOUTH,2028,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1564,BULLRING WIND 3,28INR0039,,STARR,WIND-O,SOUTH,2028,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1565,CASCABEL WIND 1,24INR0424,,ZAPATA,WIND-O,SOUTH,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1566,CASCABEL WIND 2,23INR0561,,ZAPATA,WIND-O,SOUTH,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1567,CORRALITOS WIND 1,24INR0505,,ZAPATA,WIND-O,SOUTH,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1568,CORRALITOS WIND 2,24INR0506,,ZAPATA,WIND-O,SOUTH,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1569,HYFUELS WESTERN FARMLAND WIND,26INR0021,,VICTORIA,WIND-O,SOUTH,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1570,DUNDEE SOUTH A WIND,27INR0005,,BAYLOR,WIND-O,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1571,DUNDEE SOUTH B WIND,27INR0011,,BAYLOR,WIND-O,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1572,DUNDEE NORTH WIND,27INR0004,,WILBARGER,WIND-O,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1573,GOODNIGHT WIND II,23INR0637,,ARMSTRONG,WIND-P,PANHANDLE,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1574,HONEY MESQUITE WIND FARM,26INR0447,,GLASSCOCK,WIND-O,WEST,2026,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1575,LAUREL WIND ENERGY CENTER,27INR0056,,PECOS,WIND-O,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1576,MONARCH CREEK WIND,21INR0263,,THROCKMORTON,WIND-O,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1577,MONTE ALTO 2 WIND,19INR0023,,WILLACY,WIND-C,COASTAL,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1578,MONTE ALTO I WIND,19INR0022,,WILLACY,WIND-C,COASTAL,2028,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1579,MONTE CRISTO II WIND,19INR0055,,HIDALGO,WIND-O,SOUTH,2028,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1580,RUBICON ALPHA WIND,24INR0291,,HASKELL,WIND-O,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1581,SIETE,20INR0047,,WEBB,WIND-O,SOUTH,2028,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1582,WATER VALLEY WIND ENERGY,20INR0247,,TOM GREEN,WIND-O,WEST,2027,,
"Planned Wind Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1583,YELLOW CAT WIND,25INR0018,,NAVARRO,WIND-O,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1587,ADAMSTOWN SOLAR,21INR0210,,WICHITA,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1588,ALILA SOLAR,23INR0093,,SAN PATRICIO,SOLAR,COASTAL,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1589,ARGENTA SOLAR,25INR0060,,BEE,SOLAR,SOUTH,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1590,ARMADILLO SOLAR,21INR0421,,NAVARRO,SOLAR,NORTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1591,ARROYO SOLAR,20INR0086,,CAMERON,SOLAR,COASTAL,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1592,AUGUST DRAW ENERGY,25INR0112,,REEVES,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1593,AUSTIN BAYOU SOLAR,25INR0102,,BRAZORIA,SOLAR,COASTAL,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1594,BIGWAY SOLAR I,27INR0127,,KING,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1595,BIGWAY SOLAR II,27INR0128,,KING,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1596,BLUE SKY SOL,22INR0455,,CROCKETT,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1597,BONHAM SOLAR 1,25INR0199,,LIMESTONE,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1598,BRIGGS SOLAR,23INR0059,,HASKELL,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1599,BYNUM SOLAR PROJECT,24INR0181,,CORYELL,SOLAR,NORTH,2026,56.0,56.0
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1600,CACHENA SOLAR SLF,23INR0027,,WILSON,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1601,CALICHE MOUND SOLAR,23INR0056,,DEAF SMITH,SOLAR,PANHANDLE,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1602,CAMINO SANTIAGO SOLAR,22INR0605,,MILAM,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1603,CANEY CREEK SOLAR,23INR0045,,VAN ZANDT,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1604,CANNIBAL DRAW SOLAR,26INR0452,,GLASSCOCK,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1605,CANTALOUPE SOLAR,23INR0116,,REEVES,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1606,CHARGER SOLAR,23INR0047,,REFUGIO,SOLAR,COASTAL,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1607,CIBELES SOLAR,24INR0356,,MCLENNAN,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1608,COSPER SOLAR,25INR0281,,BELL,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1609,CRADLE SOLAR,23INR0150,,BRAZORIA,SOLAR,COASTAL,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1610,CROWDED STAR SOLAR,20INR0241,,JONES,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1611,CROWDED STAR SOLAR II,22INR0274,,JONES,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1612,CUCHILLAS SOLAR,24INR0059,,WEBB,SOLAR,SOUTH,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1613,DELAWARE RANCH SOLAR,22INR0454,,CULBERSON,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1614,DIAMONDBACK SOLAR,20INR0162,,STARR,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1615,DONEGAL SOLAR,23INR0089,,DICKENS,SOLAR,PANHANDLE,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1616,DOVE RUN SOLAR,21INR0326,,DUVAL,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1617,DUFFY SOLAR,23INR0057,,MATAGORDA,SOLAR,COASTAL,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1618,EAGLE SPRINGS SOLAR,24INR0137,,DELTA,SOLAR,NORTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1619,ECHOLS CREEK SOLAR,25INR0368,,LAMAR,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1620,ELDORA SOLAR,24INR0337,,MATAGORDA,SOLAR,COASTAL,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1621,ERATH COUNTY SOLAR,23INR0202,,ERATH,SOLAR,NORTH,2029,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1622,ERIKA SOLAR,24INR0303,,KAUFMAN,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1623,FAGUS SOLAR PARK SLF U1,26INR0524,,CHILDRESS,SOLAR,PANHANDLE,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1624,FELIX EAST SOLAR,27INR0007,,WILBARGER,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1625,FELIX NORTH SOLAR,22INR0209,,WILBARGER,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1626,FELIX WEST SOLAR,27INR0012,,WILBARGER,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1627,FEWELL SOLAR,23INR0367,,LIMESTONE,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1628,FUNSTON SOLAR,29INR0015,,JONES,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1629,GAIA SOLAR,24INR0141,,NAVARRO,SOLAR,NORTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1630,GLASGOW SOLAR,24INR0206,,NAVARRO,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1631,GRANDFALLS SOLAR,19INR0002,,UPTON,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1632,GREATER BRYANT G SOLAR,23INR0300,,MIDLAND,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1633,GREYHOUND SOLAR,21INR0268,,ECTOR,SOLAR,WEST,2026,335.5,335.5
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1634,HACKBERRY CREEK SOLAR,25INR0430,,MITCHELL,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1635,HALF MOON SOLAR,28INR0127,,STARR,SOLAR,SOUTH,2029,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1636,HANSON SOLAR,23INR0086,,COLEMAN,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1637,HERMES SOLAR,23INR0344,,BELL,SOLAR,NORTH,2026,100.4,100.4
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1638,HIGH NOON SOLAR,24INR0124,,HILL,SOLAR,NORTH,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1639,HOLLOW BRANCH CREEK SOLAR,24INR0422,,LEON,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1640,HONEYCOMB SOLAR,22INR0559,,BEE,SOLAR,SOUTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1641,HORNET SOLAR II SLF,25INR0282,,SWISHER,SOLAR,PANHANDLE,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1642,HOYTE SOLAR,23INR0235,,MILAM,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1643,INDIGO SOLAR,21INR0031,,FISHER,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1644,INERTIA SOLAR,22INR0374,,HASKELL,SOLAR,WEST,2029,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1645,ISAAC SOLAR,25INR0232,,MATAGORDA,SOLAR,COASTAL,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1646,JAGUAR SOLAR,24INR0038,,MCLENNAN,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1647,KEYS HOLLOW SOLAR PHASE II SLF,24INR0065,,GOLIAD,SOLAR,SOUTH,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1648,KEYS HOLLOW SOLAR SLF,24INR0067,,GOLIAD,SOLAR,SOUTH,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1649,LAMKIN SOLAR,22INR0220,,COMANCHE,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1650,LAVACA BAY SOLAR,23INR0084,,MATAGORDA,SOLAR,COASTAL,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1651,LEIGHTON SOLAR SLF,24INR0298,,LIMESTONE,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1652,LEON SOLAR PARK,26INR0023,,LEON,SOLAR,NORTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1653,LUCKY 7 SOLAR,26INR0409,,HOPKINS,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1654,LUPINUS SOLAR 1,24INR0150,,FRANKLIN,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1655,MALDIVES SOLAR,25INR0400,,SCURRY,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1656,MALEZA SOLAR,21INR0220,,WHARTON,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1657,MATAGORDA SOLAR,22INR0342,,MATAGORDA,SOLAR,COASTAL,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1658,MIDDLEBROOK SOLAR LIMITED LIABILITY COMPANY,24INR0418,,NACOGDOCHES,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1659,MILLERS BRANCH SOLAR II,24INR0044,,HASKELL,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1660,MILLERS BRANCH SOLAR III,26INR0521,,HASKELL,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1661,MIRANDA SOLAR PROJECT,24INR0161,,MCMULLEN,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1662,MOCCASIN SOLAR,26INR0269,,STONEWALL,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1663,MRG GOODY SOLAR,23INR0225,,LAMAR,SOLAR,NORTH,2026,170.8,170.8
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1664,NAZARETH SOLAR,16INR0049,,CASTRO,SOLAR,PANHANDLE,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1665,NEW HICKORY SOLAR,20INR0236,,JACKSON,SOLAR,SOUTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1666,NIGHTFALL SOLAR SLF,21INR0334,,UVALDE,SOLAR,SOUTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1667,NORTHINGTON SOLAR,25INR0319,,WHARTON,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1668,OCI COBB CREEK SOLAR,25INR0229,,HILL,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1669,OCI SUNROPER,24INR0167,,WHARTON,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1670,OPERATION SUNSHINE,26INR0255,,CONCHO,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1671,PADRINO SOLAR,25INR0166,,HILL,SOLAR,NORTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1672,PECAN PRAIRIE NORTH,21INR0428,,LEON,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1673,PEPPER SOLAR FARM,26INR0380,,MCLENNAN,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1674,PIEDRA SOLAR,25INR0168,,FREESTONE,SOLAR,NORTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1675,PITTS DUDIK II,24INR0364,,HILL,SOLAR,NORTH,2026,30.2,30.2
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1676,QUANTUM SOLAR,21INR0207,,HASKELL,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1677,RENEGADE PROJECT,20INR0255,,DEAF SMITH,SOLAR,PANHANDLE,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1678,ROCINANTE SOLAR,23INR0231,,GONZALES,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1679,RODEO SOLAR,19INR0103,,ANDREWS,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1680,ROWDY CREEK SOLAR,24INR0186,,LAMAR,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1681,SANPAT SOLAR,25INR0052,,SAN PATRICIO,SOLAR,COASTAL,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1682,SANPAT SOLAR II,25INR0081,,SAN PATRICIO,SOLAR,COASTAL,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1683,SEQUOIA II SOLAR,22INR0262,,CALLAHAN,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1684,SEVEN SPRINGS SOLAR,26INR0147,,LAMPASAS,SOLAR,NORTH,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1685,SHAULA I SOLAR,22INR0251,,DEWITT,SOLAR,SOUTH,2026,205.2,205.2
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1686,SHAULA II SOLAR,22INR0267,,DEWITT,SOLAR,SOUTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1687,SHAW SOLAR,23INR0078,,BANDERA,SOLAR,SOUTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1688,SHORT CREEK SOLAR,24INR0201,,WICHITA,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1689,SISTERS SOLAR,21INR0265,,ECTOR,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1690,SOL MARINA ENERGY CENTER,26INR0241,,ELLIS,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1691,SOLACE SOLAR,23INR0031,,HASKELL,SOLAR,WEST,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1692,SPACE CITY SOLAR,21INR0341,,WHARTON,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1693,STARLING SOLAR,23INR0035,,GONZALES,SOLAR,SOUTH,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1694,SUGAREE SOLAR,27INR0389,,MAVERICK,SOLAR,SOUTH,2028,,
