section,row_num,unit_name,inr,unit_code,county,fuel,zone,in_service,installed_mw,apr2026_mora
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1695,SUN CACTUS SOLAR,25INR0109,,DUVAL,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1696,SUNSCAPE RENEWABLE ENERGY SOLAR SLF,27INR0047,,NUECES,SOLAR,COASTAL,2029,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1697,TEHUACANA CREEK SOLAR SLF,24INR0188,,NAVARRO,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1698,THREE CANES SOLAR SLF,26INR0543,,NAVARRO,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1699,THREE W SOLAR,25INR0055,,HILL,SOLAR,NORTH,2026,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1700,TIGER SOLAR,23INR0244,,JONES,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1701,TOKIO SOLAR,23INR0349,,MCLENNAN,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1702,TORMES SOLAR,22INR0437,,NAVARRO,SOLAR,NORTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1703,ULYSSES SOLAR,21INR0253,,COKE,SOLAR,WEST,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1704,UVA CREEK SOLAR,26INR0359,,BORDEN,SOLAR,WEST,2028,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1705,YAUPON SOLAR SLF,24INR0042,,MILAM,SOLAR,SOUTH,2027,,
"Planned Solar Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1706,ZEISSEL SOLAR,24INR0258,,KNOX,SOLAR,WEST,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1710,ALDRIN 138 BESS,25INR0421,,BRAZORIA,STORAGE,COASTAL,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1711,ALDRIN 345 BESS,25INR0425,,BRAZORIA,STORAGE,COASTAL,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1712,ALTHEA STORAGE,27INR0465,,MAVERICK,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1713,AMADOR STORAGE,24INR0472,,VAN ZANDT,STORAGE,NORTH,2026,102.4,102.4
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1714,ANATOLE RENEWABLE ENERGY STORAGE,24INR0355,,HENDERSON,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1715,ANSON BAT,22INR0457,,JONES,STORAGE,WEST,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1716,APACHE HILL BESS,25INR0231,,HOOD,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1717,APPLE BESS,26INR0574,,ECTOR,STORAGE,WEST,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1718,ARGENTA STORAGE,25INR0061,,BEE,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1719,ARROYO STORAGE,24INR0306,,CAMERON,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1720,BACKBONE CREEK BESS,24INR0313,,BURNET,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1721,BARTON BRANCH IA,22INR0504,,ROBERTSON,STORAGE,NORTH,2026,203.6,203.6
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1722,BIG ELM STORAGE,23INR0469,,BELL,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1723,BIRD DOG BESS,22INR0467,,LIVE OAK,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1724,BLACK & GOLD ENERGY STORAGE,24INR0386,,MENARD,STORAGE,WEST,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1725,BLANQUILLA BESS,24INR0528,,NUECES,STORAGE,COASTAL,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1726,BLUE SKIES BESS,25INR0046,,HILL,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1727,BLUE SUMMIT ENERGY STORAGE,25INR0492,,WILBARGER,STORAGE,WEST,2026,154.0,100.0
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1728,BOCANOVA POWER II,25INR0706,,BRAZORIA,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1729,BOWSTRING BESS,22INR0443,,SAN PATRICIO,STORAGE,COASTAL,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1730,BRACERO PECAN STORAGE,26INR0034,,REEVES,STORAGE,WEST,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1731,BRIGGS STORAGE,24INR0058,,HASKELL,STORAGE,WEST,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1732,BROOKVIEW ROAD BESS,27INR0243,,HARRIS,STORAGE,HOUSTON,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1733,BROTHERTON STORAGE,25INR0432,,ANDERSON,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1734,BRP DIRAN BESS,23INR0137,,WHARTON,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1735,BUDA BESS,25INR0650,,HAYS,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1736,BUFFALO CREEK BESS,26INR0405,,FORT BEND,STORAGE,HOUSTON,2026,251.4,251.4
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1737,CALLISTO II ENERGY CENTER,22INR0558,,HARRIS,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1738,CANNIBAL DRAW STORAGE,26INR0453,,GLASSCOCK,STORAGE,WEST,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1739,CARAMBOLA BESS,24INR0436,,HIDALGO,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1740,CASTOR BESS,23INR0358,,BRAZORIA,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1741,CITRUS FLATTS BESS,24INR0294,,CAMERON,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1742,CITY BREEZE BESS,25INR0271,,MATAGORDA,STORAGE,COASTAL,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1743,CONEFLOWER STORAGE PROJECT,23INR0425,,CHAMBERS,STORAGE,HOUSTON,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1744,COUNTY ROAD BESS,26INR0512,,REEVES,STORAGE,WEST,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1745,CROWNED HERON BESS,24INR0405,,FORT BEND,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1746,CROWNED HERON BESS 2,24INR0493,,FORT BEND,STORAGE,HOUSTON,2026,154.2,154.2
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1747,CUMULUS GRID BESS,24INR0178,,ELLIS,STORAGE,NORTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1748,DAMON BESS 2,23INR0603,,BRAZORIA,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1749,DAMON BESS 3,23INR0790,,BRAZORIA,STORAGE,COASTAL,2025,10.0,10.0
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1750,DESNA BESS,24INR0128,,BRAZORIA,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1751,DIOS BESS,25INR0441,,JACKSON,STORAGE,SOUTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1752,DOS RIOS ENERGY STORAGE SLF,24INR0476,,MILAM,STORAGE,SOUTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1753,DRAKE BESS,25INR0101,,COLLIN,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1754,DUFFY BESS,26INR0250,,MATAGORDA,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1755,EAGLE CLAW ENERGY CENTER,27INR0085,,GRIMES,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1756,EAGLE SPRINGS STORAGE,24INR0136,,DELTA,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1757,ELDORA BESS,24INR0338,,MATAGORDA,STORAGE,COASTAL,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1758,ELIO BESS,25INR0103,,BRAZORIA,STORAGE,COASTAL,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1759,ELM STREET BESS,25INR0655,,REEVES,STORAGE,WEST,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1760,ESCONDIDO BESS,25INR0593,,MAVERICK,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1761,EVAL STORAGE,22INR0401,,CAMERON,STORAGE,COASTAL,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1762,FERDINAND GRID BESS,22INR0422,,BEXAR,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1763,FIRST CAPITOL BESS,26INR0226,,BRAZORIA,STORAGE,COASTAL,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1764,GAIA STORAGE,24INR0140,,NAVARRO,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1765,GLASGOW STORAGE,24INR0207,,NAVARRO,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1766,GRIZZLY RIDGE BESS SLF,22INR0596,,HAMILTON,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1767,GUNNAR BESS,24INR0491,,HIDALGO,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1768,HARLINGEN #1 BESS 1,26INR0691,,CAMERON,STORAGE,COASTAL,2026,10.0,10.0
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1769,HERMES STORAGE,24INR0365,,BELL,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1770,HIDDEN LAKES BESS,23INR0617,,GALVESTON,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1771,HIGH NOON STORAGE,24INR0126,,HILL,STORAGE,NORTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1772,HIGHWAY 6 BESS,26INR0520,,BRAZOS,STORAGE,NORTH,2026,9.9,9.9
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1773,HONEYCOMB STORAGE SLF,23INR0392,,BEE,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1774,HORNET STORAGE II SLF,25INR0283,,SWISHER,STORAGE,PANHANDLE,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1775,HOUSTON IV BESS,24INR0584,,HARRIS,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1776,IRON BELT ENERGY STORAGE,25INR0208,,BORDEN,STORAGE,WEST,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1777,KEYS HOLLOW STORAGE PHASE II SLF,24INR0066,,GOLIAD,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1778,KEYS HOLLOW STORAGE SLF,24INR0068,,GOLIAD,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1779,LEAKEY BESS,23INR0548,,REAL,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1780,LEOPARD BESS,27INR0224,,VICTORIA,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1781,LIMEWOOD STORAGE,23INR0248,,BELL,STORAGE,NORTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1782,LITTLE YORK BESS,24INR0481,,HARRIS,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1783,LONGFELLOW BESS I,24INR0453,,PECOS,STORAGE,WEST,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1784,LONGFELLOW BESS II,24INR0455,,PECOS,STORAGE,WEST,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1785,LOUISA ENERGY STORAGE,24INR0108,,BEXAR,STORAGE,SOUTH,2029,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1786,LUPINUS STORAGE 3,24INR0490,,FRANKLIN,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1787,MCCAMEY'S CASTLE BATTERY,25INR0557,,UPTON,STORAGE,WEST,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1788,MEADOW PARK BESS,26INR0699,,TARRANT,STORAGE,NORTH,2026,10.0,9.9
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1789,MIDDLEBROOK BESS,25INR0215,,NACOGDOCHES,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1790,MIDNIGHT SUN ENERGY STORAGE,24INR0442,,CROCKETT,STORAGE,WEST,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1791,MRG GOODY STORAGE,24INR0305,,LAMAR,STORAGE,NORTH,2026,52.3,52.3
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1792,NORTH EDINBURG BESS 1,26INR0682,,HIDALGO,STORAGE,SOUTH,2026,10.0,10.0
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1793,O'BANNION ENERGY STORAGE,25INR0657,,JACK,STORAGE,NORTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1794,OCI COBB CREEK ESS,25INR0233,,HILL,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1795,OPERATION SUNSHINE STORAGE,26INR0357,,CONCHO,STORAGE,WEST,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1796,ORANGE GROVE BESS,23INR0331,,JIM WELLS,STORAGE,SOUTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1797,ORIANA BESS,24INR0109,,VICTORIA,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1798,PADUA GRID BESS UNIT 2,24INR0533,,BEXAR,STORAGE,SOUTH,2026,150.9,150.9
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1799,PADUA GRID BESS UNIT 3,28INR0024,,BEXAR,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1800,PAJARITA BESS,22INR0466,,CAMERON,STORAGE,COASTAL,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1801,PAMELA HEIGHTS I,28INR0154,,HARRIS,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1802,PARADISO BESS,23INR0200,,ATASCOSA,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1803,PECOS STORAGE CENTER,27INR0080,,PECOS,STORAGE,WEST,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1804,PIEDRA BESS,25INR0169,,FREESTONE,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1805,PINTAIL PASS BESS,24INR0302,,SAN PATRICIO,STORAGE,COASTAL,2026,207.3,207.3
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1806,PROJECT LYNX BESS,25INR0329,,NUECES,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1807,PURPLE SAGE BESS 1,25INR0391,,COLLIN,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1808,PURPLE SAGE BESS 2,25INR0392,,COLLIN,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1809,QUANTUM STORAGE,26INR0310,,HASKELL,STORAGE,WEST,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1810,RAMSEY STORAGE,21INR0505,,WHARTON,STORAGE,SOUTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1811,RAVEN STORAGE,24INR0210,,WHARTON,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1812,RED EGRET BESS,24INR0281,,GALVESTON,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1813,RESACA OASIS STORAGE,27INR0399,,CAMERON,STORAGE,COASTAL,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1814,RHAPSODY STORAGE,24INR0397,,HARRIS,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1815,ROCINANTE BESS,23INR0232,,GONZALES,STORAGE,SOUTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1816,ROCK CREEK BESS,26INR0407,,KENDALL,STORAGE,SOUTH,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1817,ROCK ROSE ENERGY BESS,26INR0201,,FORT BEND,STORAGE,HOUSTON,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1818,ROCKEFELLER STORAGE,22INR0239,,SCHLEICHER,STORAGE,WEST,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1819,ROGERS DRAW BESS,24INR0514,,GILLESPIE,STORAGE,SOUTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1820,ROWDY CREEK BESS,24INR0187,,LAMAR,STORAGE,NORTH,2027,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1821,RUTILE BESS,24INR0485,,RUNNELS,STORAGE,WEST,2028,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1822,RYAN ENERGY STORAGE,20INR0246,,CORYELL,STORAGE,NORTH,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1823,SAHARA BESS (SOHO BESS),23INR0419,,BRAZORIA,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1824,SAHARA II BESS (SOHO II BESS),25INR0162,,BRAZORIA,STORAGE,COASTAL,2026,,
"Planned Storage Resources with Executed SGIA, Financial Commitment, and Notice to Proceed",1825,SEINE BESS,23INR0140,,FOARD,STORAGE,WEST,2027,,
